i,j,val
11,32,        0.0000000000
11,33,        0.0000000000
11,34,       -0.0105732625
11,35,       -0.0319481087
11,36,       -0.0202564138
11,37,        0.1249339504
11,38,        0.0000000000
11,39,        0.0000000000
11,40,        0.0000000000
11,41,        0.0014109036
11,42,        0.0000000000
11,43,        0.0000000000
11,44,       -0.0005734119
11,45,       -0.0226110175
11,46,       -0.0165914990
11,47,        0.0611107584
11,48,        0.0000000000
11,49,        0.0000000000
11,50,        0.0000000000
12,1,       -1.0414047737
12,2,        1.4503954467
12,3,        0.5185863757
12,4,        0.0000000000
12,5,        0.0000000000
12,6,        0.0000000000
12,7,        0.0000000000
12,8,        0.0000000000
12,9,        0.0000000000
12,10,       -0.2733333333
12,11,       -0.2733333333
12,12,        3.5533333333
12,13,        0.0000000000
12,14,        0.0000000000
12,15,        0.0000000000
12,16,        0.0918281530
12,17,        0.0000000000
12,18,        0.0000000000
12,19,        0.0000000000
12,20,       -0.2901053542
12,21,       -0.2901053542
12,22,        0.5861909595
12,23,        0.0000000000
12,24,        0.0000000000
12,25,        0.0000000000
12,26,       -0.0317971706
12,27,        0.0417954210
12,28,        0.0080423796
12,29,        0.0000000000
12,30,        0.0000000000
12,31,       -0.0753681769
12,32,        0.0000000000
12,33,        0.0000000000
12,34,       -0.0102496519
12,35,       -0.0355976979
12,36,       -0.0355976979
12,37,        0.1089597666
12,38,        0.0000000000
12,39,        0.0000000000
12,40,        0.0000000000
12,41,        0.0014136543
12,42,        0.0000000000
12,43,        0.0000000000
12,44,       -0.0005680748
12,45,       -0.0237662585
12,46,       -0.0237662585
12,47,        0.0536176430
12,48,        0.0000000000
12,49,        0.0000000000
12,50,        0.0000000000
13,1,        0.0000000000
13,2,        0.0000000000
13,3,        0.0000000000
13,4,        0.0000000000
13,5,        0.0000000000
13,6,        0.0000000000
13,7,        0.0000000000
13,8,        0.0000000000
13,9,        0.0000000000
13,10,        0.0000000000
13,11,        0.0000000000
13,12,        0.0000000000
13,13,        5.7400000000
13,14,        0.0000000000
13,15,        0.0000000000
13,16,        0.0000000000
13,17,        0.0000000000
13,18,        0.0000000000
13,19,        0.0000000000
13,20,        0.0000000000
13,21,        0.0000000000
13,22,        0.0000000000
13,23,        1.3144444706
13,24,        0.0000000000
13,25,        0.0000000000
13,26,        0.0000000000
13,27,        0.0000000000
13,28,        0.0000000000
13,29,        0.0000000000
13,30,        0.0000000000
13,31,        0.0000000000
13,32,        0.0000000000
13,33,        0.0000000000
13,34,        0.0000000000
13,35,        0.0000000000
13,36,        0.0000000000
13,37,        0.0000000000
13,38,        0.0175375424
13,39,        0.0000000000
13,40,        0.0000000000
13,41,        0.0000000000
13,42,        0.0000000000
13,43,        0.0000000000
13,44,        0.0000000000
13,45,        0.0000000000
13,46,        0.0000000000
13,47,        0.0000000000
13,48,        0.0090292778
13,49,        0.0000000000
13,50,        0.0000000000
14,1,        0.0000000000
14,2,        0.0000000000
14,3,        0.0000000000
14,4,        0.0000000000
14,5,        0.0000000000
14,6,        0.0000000000
14,7,        0.0000000000
14,8,        0.0000000000
14,9,        0.0000000000
14,10,        0.0000000000
14,11,        0.0000000000
14,12,        0.0000000000
14,13,        0.0000000000
14,14,        5.7400000000
14,15,        0.0000000000
14,16,        0.0000000000
14,17,        0.0000000000
14,18,        0.0000000000
14,19,        0.0000000000
14,20,        0.0000000000
14,21,        0.0000000000
14,22,        0.0000000000
14,23,        0.0000000000
14,24,        1.3144444706
14,25,        0.0000000000
14,26,        0.0000000000
14,27,        0.0000000000
14,28,        0.0000000000
14,29,        0.0137702599
14,30,        0.0000000000
14,31,        0.0000000000
14,32,        0.0003881621
14,33,        0.0000000000
14,34,        0.0000000000
14,35,        0.0000000000
14,36,        0.0000000000
14,37,        0.0000000000
14,38,        0.0000000000
14,39,       -0.0295245325
14,40,        0.0000000000
14,41,        0.0000000000
14,42,        0.0000049545
14,43,        0.0000000000
14,44,        0.0000000000
14,45,        0.0000000000
14,46,        0.0000000000
14,47,        0.0000000000
14,48,        0.0000000000
14,49,       -0.0063496741
14,50,        0.0000000000
15,1,        0.0000000000
15,2,        0.0000000000
15,3,        0.0000000000
15,4,        0.0000000000
15,5,        0.0000000000
15,6,        0.0000000000
15,7,        0.0000000000
15,8,        0.0000000000
15,9,        0.0000000000
15,10,        0.0000000000
15,11,        0.0000000000
15,12,        0.0000000000
15,13,        0.0000000000
15,14,        0.0000000000
15,15,        5.7400000000
15,16,        0.0000000000
15,17,        0.0000000000
15,18,        0.0000000000
15,19,        0.0000000000
15,20,        0.0000000000
15,21,        0.0000000000
15,22,        0.0000000000
15,23,        0.0000000000
15,24,        0.0000000000
15,25,        1.3144444706
15,26,        0.0000000000
15,27,        0.0000000000
15,28,        0.0000000000
15,29,        0.0000000000
15,30,        0.0137702599
15,31,        0.0000000000
15,32,        0.0000000000
15,33,        0.0003881621
15,34,        0.0000000000
15,35,        0.0000000000
15,36,        0.0000000000
15,37,        0.0000000000
15,38,        0.0000000000
15,39,        0.0000000000
15,40,       -0.0295245325
15,41,        0.0000000000
15,42,        0.0000000000
15,43,        0.0000049545
15,44,        0.0000000000
15,45,        0.0000000000
15,46,        0.0000000000
15,47,        0.0000000000
15,48,        0.0000000000
15,49,        0.0000000000
15,50,       -0.0063496741
16,1,        0.0215629691
16,2,        0.0946606768
16,3,        0.1698934958
16,4,        0.0000000000
16,5,        0.0000000000
16,6,        0.0000000000
16,7,        0.0000000000
16,8,        0.0000000000
16,9,        0.0000000000
16,10,        0.0918281530
16,11,        0.0918281530
16,12,        0.0918281530
16,13,        0.0000000000
16,14,        0.0000000000
16,15,        0.0000000000
16,16,        0.1479450000
16,17,        0.0000000000
16,18,        0.0000000000
16,19,        0.0000000000
16,20,        0.1322604332
16,21,        0.1322604332
16,22,        0.1322604332
16,23,        0.0000000000
16,24,        0.0000000000
16,25,        0.0000000000
16,26,        0.0207542468
16,27,        0.0555915111
16,28,        0.0353945034
16,29,        0.0000000000
16,30,        0.0000000000
16,31,       -0.1166851210
16,32,        0.0000000000
16,33,        0.0000000000
16,34,       -0.0399567895
16,35,        0.0065451397
16,36,        0.0065451397
16,37,        0.1074697809
16,38,        0.0000000000
16,39,        0.0000000000
16,40,        0.0000000000
16,41,        0.0084280596
16,42,        0.0000000000
16,43,        0.0000000000
16,44,       -0.0034194363
16,45,       -0.0062485577
16,46,       -0.0062485577
16,47,        0.0824298850
16,48,        0.0000000000
16,49,        0.0000000000
16,50,        0.0000000000
17,1,        0.0000000000
17,2,        0.0000000000
17,3,        0.0000000000
17,4,        0.0500219643
17,5,        0.0000000000
17,6,        0.0000000000
17,7,        0.1924753264
17,8,        0.0000000000
17,9,        0.0000000000
17,10,        0.0000000000
17,11,        0.0000000000
17,12,        0.0000000000
17,13,        0.0000000000
17,14,        0.0000000000
17,15,        0.0000000000
17,16,        0.0000000000
17,17,        0.2125500000
17,18,        0.0000000000
17,19,        0.0000000000
17,20,        0.0000000000
17,21,        0.0000000000
17,22,        0.0000000000
17,23,        0.0000000000
17,24,        0.0000000000
17,25,        0.0000000000
17,26,        0.0000000000
17,27,        0.0000000000
17,28,        0.0000000000
17,29,        0.1205062830
17,30,        0.0000000000
17,31,        0.0000000000
17,32,        0.0461764049
17,33,        0.0000000000
17,34,        0.0000000000
17,35,        0.0000000000
17,36,        0.0000000000
17,37,        0.0000000000
17,38,        0.0000000000
17,39,       -0.1620487251
17,40,        0.0000000000
17,41,        0.0000000000
17,42,        0.0042388671
17,43,        0.0000000000
17,44,        0.0000000000
17,45,        0.0000000000
17,46,        0.0000000000
17,47,        0.0000000000
17,48,        0.0000000000
17,49,       -0.1505531570
17,50,        0.0000000000
18,1,        0.0000000000
18,2,        0.0000000000
18,3,        0.0000000000
18,4,        0.0000000000
18,5,        0.0500219643
18,6,        0.0000000000
18,7,        0.0000000000
18,8,        0.1924753264
18,9,        0.0000000000
18,10,        0.0000000000
18,11,        0.0000000000
18,12,        0.0000000000
18,13,        0.0000000000
18,14,        0.0000000000
18,15,        0.0000000000
18,16,        0.0000000000
18,17,        0.0000000000
18,18,        0.2125500000
18,19,        0.0000000000
18,20,        0.0000000000
18,21,        0.0000000000
18,22,        0.0000000000
18,23,        0.0000000000
18,24,        0.0000000000
18,25,        0.0000000000
18,26,        0.0000000000
18,27,        0.0000000000
18,28,        0.0000000000
18,29,        0.0000000000
18,30,        0.1205062830
18,31,        0.0000000000
18,32,        0.0000000000
18,33,        0.0461764049
18,34,        0.0000000000
18,35,        0.0000000000
18,36,        0.0000000000
18,37,        0.0000000000
18,38,        0.0000000000
18,39,        0.0000000000
18,40,       -0.1620487251
18,41,        0.0000000000
18,42,        0.0000000000
18,43,        0.0042388671
18,44,        0.0000000000
18,45,        0.0000000000
18,46,        0.0000000000
18,47,        0.0000000000
18,48,        0.0000000000
18,49,        0.0000000000
18,50,       -0.1505531570
19,1,        0.0000000000
19,2,        0.0000000000
19,3,        0.0000000000
19,4,        0.0000000000
19,5,        0.0000000000
19,6,        0.0500219643
19,7,        0.0000000000
19,8,        0.0000000000
19,9,        0.1924753264
19,10,        0.0000000000
19,11,        0.0000000000
19,12,        0.0000000000
19,13,        0.0000000000
